"url","title","description","image_url","creators","license","keyword","type","domain","date_taken","dimensions"
"https://www.flickr.com/photos/anime_xz/198025885/","CCS-Farmlands | It shows sakura with her friend on a weekend… | Flickr","It shows sakura with her friend on a weekend visit at her farmhouse ; a beautiful twilight isn't it ?","https://live.staticflickr.com/77/198025885_bbb972ac8d_o.jpg","[{""name"":""Rahul"",""url"":null}]","by-sa","farmland","jpeg","https://www.flickr.com/","2005-08-30","1280x960"
"https://www.flickr.com/photos/skinnylawyer/5569577353/","Morning glory at COPIA | After spending the morning in chill… | Flickr","After spending the morning in chilly Pacifica, I drove up to Napa Valley, to visit COPIA: The American Center for Wine, Food and the Arts.

A lovely morning glory plant. Despite the crummy exposure and my modest camera, I could get a good contrast of the colors.

At COPIA, I could do some wine tasting and get an idea of the Napa Valley agriculture. Sadly it closed in November 2008.","https://live.staticflickr.com/5230/5569577353_949c680f45_o.jpg","[{""name"":""Scarlet Sappho"",""url"":null}]","by-sa","wine tasting","jpeg","https://www.flickr.com/","2005-09-04","750x1000"
"https://commons.wikimedia.org/wiki/File:Chocolate-con-churros.jpg","Chocolate-con-churros.jpg","Photo d'une tasse de chocolat chaud accompagnée de churros.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Chocolate-con-churros.jpg/800px-Chocolate-con-churros.jpg?20050915084347","[{""name"":""Thierry Caro"",""url"":""https://commons.wikimedia.org/wiki/User:Thierry_Caro""}]","Public domain","chocolate","jpeg","https://commons.wikimedia.org/","2005-09-15","2,048 × 1,536 "
"https://www.flickr.com/photos/wallslide/80815472/","IMG_0832 | Jeremy Hall | Flickr",,"https://live.staticflickr.com/40/80815472_4bfca6ff2f_o.jpg","[{""name"":""Jeremy Hall"",""url"":null}]","by","fall leaves","jpeg","https://www.flickr.com/","2005-10-29","2592x1944"
"https://www.flickr.com/photos/mdpettitt/51151181176/","On The London Eye At Night | London At Night With A Trip On … | Flickr","London  At Night With A Trip On The London Eye 11-12-2005","https://live.staticflickr.com/65535/51151181176_f0a3899d0d_o.jpg","[{""name"":""Martin Pettitt"",""url"":null}]","by","Christmas lights","jpeg","https://www.flickr.com/","2005-12-11","3008x2000"
"https://www.flickr.com/photos/clark/81191976/","IMG_1391 | Clark Gregor | Flickr",,"https://live.staticflickr.com/43/81191976_8cc84cf32d_o.jpg","[{""name"":""Clark Gregor"",""url"":null}]","by","winter snow","jpeg","https://www.flickr.com/","2005-12-31","2048x1536"
"https://www.flickr.com/photos/obvio171/82610748/","Sincretismo religioso | Helder Ribeiro | Flickr",,"https://live.staticflickr.com/39/82610748_2da00f53e2_o.jpg","[{""name"":""Helder Ribeiro"",""url"":null}]","by-sa","road trip","jpeg","https://www.flickr.com/","2006-01-04","500x375"
"https://commons.wikimedia.org/wiki/File:Toppilan_Saari_2006_01_28.JPG","Toppilan Saari 2006 01 28.JPG","The Housing Fair 2005 area in the western part of Toppilansaari, Oulu, Finland. English: Toppilansaari, Oulu, Finland Suomi: Toppilansaari, Oulu English: Toppilansaari, Oulu, Finland Suomi: Toppilansaari, Oulu","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Toppilan_Saari_2006_01_28.JPG/800px-Toppilan_Saari_2006_01_28.JPG?20060128203159","[{""name"":""Estormiz"",""url"":""https://commons.wikimedia.org/wiki/User:Estormiz""}]","Public domain","night skyline","jpeg","https://commons.wikimedia.org/","2006-01-28","2,048 × 860 "
"https://www.flickr.com/photos/kenlund/118906929/","Burr Trail in Waterpocket Fold, Capitol Reef National Park… | Flickr","The Waterpocket Fold is a geologic landform that defines Capitol Reef National Park in the western United States. This monoclinal fold extends for slightly over 100 miles in the semi-arid plateau of central Utah. It can be seen via three scenic routes in the park. One route leads to a famous landmark known as the Golden Throne. This landmark is covered in golden sandstone that gives it its name. The Waterpocket Fold lies east of the town of Torrey, three miles west and just southeast of the Middle Desert. This area is prized for its scenic hiking.

<a href=""http://en.wikipedia.org/wiki/Waterpocket_Fold"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Waterpocket_Fold</a>

<a href=""http://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_...</a>","https://live.staticflickr.com/41/118906929_a61b936cfa_o.jpg","[{""name"":""Ken Lund"",""url"":null}]","by-sa","desert landscape","jpeg","https://www.flickr.com/","2006-03-25","1280x960"
"https://www.flickr.com/photos/allegro/243579441/","SANY8818.JPG | allegro Takahi | Flickr",,"https://live.staticflickr.com/81/243579441_e2dd1b98ee_o.jpg","[{""name"":""allegro Takahi"",""url"":null}]","by","palm trees","jpeg","https://www.flickr.com/","2006-03-26","1600x1200"
"https://www.flickr.com/photos/tomwest/240555762/","05_023.JPG | tom west | Flickr",,"https://live.staticflickr.com/79/240555762_354d6108e7_o.jpg","[{""name"":""tom west"",""url"":null}]","by-sa","cactus","jpeg","https://www.flickr.com/","2006-03-31","432x640"
"https://www.flickr.com/photos/jonklinger/179182299/","PICT2671 | Jonathan Klinger | Flickr",,"https://live.staticflickr.com/58/179182299_df99d7bd92_o.jpg","[{""name"":""Jonathan Klinger"",""url"":null}]","by-sa","urban park","jpeg","https://www.flickr.com/","2006-04-28","1024x768"
"https://www.flickr.com/photos/bensutherland/178395992/","DSCF2925 | Ben Sutherland | Flickr",,"https://live.staticflickr.com/61/178395992_16eb0f4365_o.jpg","[{""name"":""Ben Sutherland"",""url"":null}]","by","New York City","jpeg","https://www.flickr.com/","2006-06-10","1280x960"
"https://www.flickr.com/photos/infomatique/32710456716/","DUN LAOGHAIRE TOWN AND HARBOUR [TEN YEARS AGO]-124855 | Flickr","Dun Laoghaire has changed a lot since I took these photographs and there are many changes on the way especially along George’s Street. 

I was employed by Ericsson and based in Dun Laoghaire at the Adelphi Centre from 2001 to 2010 and I really liked the town even though the place was going through a period of urban decline and depression.

When I was there we were based in George’s Street which was going down hill at a rapid pace and the company decision to move from the town must have had a huge impact on the town and especially on the restaurants on the main street. 

Before I joined Ericsson I worked for two different companies with offices at Haigh Terrace which became a no-go area at night because of anti-social behaviour related to drug-dealing. Because of the new library complex and the removal of the pond in Moran Park the anti-social problem in the immediate area is no longer an issue even if some locals dislike the library building.

According to a recent report Georges Street is too long as a main street in order to support viable retailing. Therefore, it is proposed that the street be demarcated into distinct quarters: an Interiors Quarter on Lower Georges Street from Cumberland Street to St Michael’s Hospital; the Core Retail Quarter from Bloomfields Shopping Centre to Haigh Terrace; the Commercial &amp; Residential Quarter from Haigh Terrace to Adelphi House; and the Artesian Quarter on Upper Georges Street from Mellifont Avenue to the People’s Park.

Several interventions at street level are required to change the appearance of each quarter and communicate a distinct proposition for each quarter to shoppers and visitors. These interventions will range from the establishment of new town squares; to the creative use of paving, seating, flowerbeds and lighting; to the introduction of new canopies and shading; to the erection of new sculpted features and signage.

It is envisaged that as the development of the retail quarters gain momentum, the demand for retail space will increase. The new mechanisms such as the Property Forum and Retail Forum will be vehicles to focus new retail businesses into clusters for example food and fashion specialty shops in the Artesian Quarter.","https://live.staticflickr.com/341/32710456716_4f6f533c5d_o.jpg","[{""name"":""William Murphy"",""url"":null}]","by-sa","library","jpeg","https://www.flickr.com/","2006-06-23","4368x2912"
"https://www.flickr.com/photos/frumbert/218356028/","Grass tree | best viewed larger | tim | Flickr","best viewed larger","https://live.staticflickr.com/72/218356028_faae8d6894_o.jpg","[{""name"":""tim"",""url"":null}]","by","flower garden","jpeg","https://www.flickr.com/","2006-08-18","3456x2304"
"https://www.flickr.com/photos/ryanh/225913431/","P1010313.JPG | ryan harvey | Flickr",,"https://live.staticflickr.com/67/225913431_370f6b1418_o.jpg","[{""name"":""ryan harvey"",""url"":null}]","by-sa","state fair","jpeg","https://www.flickr.com/","2006-08-26","2560x1920"
"https://commons.wikimedia.org/wiki/File:William_Orpen_A_Bitter_Curacao.jpg","William Orpen A Bitter Curacao.jpg",,"https://upload.wikimedia.org/wikipedia/commons/a/a2/William_Orpen_A_Bitter_Curacao.jpg?20060924175422","[{""name"":""Rlbberlin"",""url"":""https://commons.wikimedia.org/wiki/User:Rlbberlin""}]","Public domain Creative Commons Public Domain Mark 1.0","bitter","jpeg","https://commons.wikimedia.org/","2006-09-24","450 × 322 "
"https://www.flickr.com/photos/dougtone/2780169892/","100706 365 | Doug Kerr | Flickr",,"https://live.staticflickr.com/3240/2780169892_130a72ca5d_o.jpg","[{""name"":""Doug Kerr"",""url"":null}]","by-sa","fall foliage","jpeg","https://www.flickr.com/","2006-10-07","1024x768"
"https://www.flickr.com/photos/r4andred/330199438/","Metro Map at Schonbrun station | redazadi | Flickr",,"https://live.staticflickr.com/163/330199438_e774b1e2f0_o.jpg","[{""name"":""redazadi"",""url"":null}]","by","Christmas market","jpeg","https://www.flickr.com/","2006-12-14","960x1280"
"https://commons.wikimedia.org/wiki/File:Cuisine_Trois_%C3%A9toiles.jpg","Cuisine Trois étoiles.jpg","English: Food at an unidentified 3-star restaurant. Location also unspecified.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Cuisine_Trois_%C3%A9toiles.jpg/800px-Cuisine_Trois_%C3%A9toiles.jpg?20061217202815","[{""name"":""Arnaud 25"",""url"":""https://commons.wikimedia.org/wiki/User:Arnaud_25""}]","GNU Free Documentation License Creative Commons Attribution-Share Alike 3.0","local cuisine","jpeg","https://commons.wikimedia.org/","2006-12-17","1,024 × 768 "
"https://www.flickr.com/photos/stratoart/8406372349/","Skies and Clouds | skies and clouds taken in the Southern Ca… | Flickr","skies and clouds taken in the Southern California area","https://live.staticflickr.com/8497/8406372349_83e64d2628_o.jpg","[{""name"":""StratoArt"",""url"":null}]","by","cloudy sky","jpeg","https://www.flickr.com/","2007-01-01","2592x1944"
"https://www.flickr.com/photos/backkratze/3484404886/","Skulptur | Das Flächendenkmal Kap Arkona gehört neben dem Fi… | Flickr","Das Flächendenkmal Kap Arkona gehört neben dem Fischerdorf Vitt zur Gemeinde Putgarten und ist eines der beliebtesten Ausflugsziele auf Rügen mit jährlich circa 800.000 Besuchern.
Am Kap befinden sich zwei Leuchttürme, ein Peilturm, zwei Militärbunker, die slawische Jaromarsburg und einige touristische Gebäude (Restaurants, Kneipen, Souvenirläden). Aufgrund der geologischen Beschaffenheit und der Wettereinflüsse kommt es vorwiegend im Winter immer wieder zu teilweise großen Abbrüchen am Kap.
Kap Arkona wird oft als der „nördlichste Punkt Rügens“ bezeichnet, was jedoch nicht ganz stimmt. Ungefähr einen Kilometer weiter nordwestlich befindet sich eine Stelle der Steilküste, Gellort genannt, die noch etwas weiter nördlich gelegen ist. Direkt am Fuße des Gellorts liegt der 165 t schwere Findling Siebenschneiderstein, auf Plattdeutsch Söbenschniedersteen. Das Kap bietet einen eindrucksvollen Anblick der Insel, sowohl vom Land als auch vom Wasser aus.

Quelle: <a href=""http://de.wikipedia.org/wiki/Kap_Arkona"" rel=""noreferrer nofollow"">de.wikipedia.org/wiki/Kap_Arkona</a>","https://live.staticflickr.com/3396/3484404886_5d9c466eb2_o.jpg","[{""name"":""Pascal Willuhn"",""url"":null}]","by","lighthouse","jpeg","https://www.flickr.com/","2007-01-02","2448x3264"
"https://www.flickr.com/photos/tobin/399952350/","IMG_1759 | Tobin | Flickr",,"https://live.staticflickr.com/132/399952350_1cae7b6dca_o.jpg","[{""name"":""Tobin"",""url"":null}]","by-sa","desert landscape","jpeg","https://www.flickr.com/","2007-02-19","1024x768"
"https://www.flickr.com/photos/unstablelandscape/413823141/","Image016.jpg | T-Mobile | dancetechtv | Flickr","T-Mobile","https://live.staticflickr.com/175/413823141_7b2e4230fe_o.jpg","[{""name"":""dancetechtv"",""url"":null}]","by-sa","Phone","jpeg","https://www.flickr.com/","2007-03-07","640x480"
"https://www.flickr.com/photos/chad_k/426358667/","Point Reyes equipment building I | Chad K | Flickr",,"https://live.staticflickr.com/179/426358667_761438173c_o.jpg","[{""name"":""Chad K"",""url"":null}]","by","lighthouse","jpeg","https://www.flickr.com/","2007-03-09","2112x2816"
"https://commons.wikimedia.org/wiki/File:Steak.png","Steak.png",,"https://upload.wikimedia.org/wikipedia/commons/6/66/Steak.png?20070526100503","[{""name"":""Iph"",""url"":""https://commons.wikimedia.org/wiki/User:Iph""}]","Public domain","steak","png","https://commons.wikimedia.org/","2007-05-26","45 × 40 "
"https://www.flickr.com/photos/tacomamama/664476130/","Jefferson2 | Jefferson Park playground, Tacoma, WA | Jennifer B | Flickr","Jefferson Park playground, Tacoma, WA","https://live.staticflickr.com/1154/664476130_cc8ed23272_o.jpg","[{""name"":""Jennifer B"",""url"":null}]","by","playground","jpeg","https://www.flickr.com/","2007-06-25","2592x1944"
"https://www.flickr.com/photos/justinspencer/936070290/","Angie the rock climber | Justin | Flickr",,"https://live.staticflickr.com/1107/936070290_c6719905f8_o.jpg","[{""name"":""Justin"",""url"":null}]","by-sa","rock climbing","jpeg","https://www.flickr.com/","2007-07-01","852x1280"
"https://www.flickr.com/photos/ceonyc/767246350/","Picture 421 | Charlie | Flickr",,"https://live.staticflickr.com/1321/767246350_7728b60a66_o.jpg","[{""name"":""Charlie"",""url"":null}]","by-sa","Yellowstone","jpeg","https://www.flickr.com/","2007-07-07","3072x2304"
"https://www.flickr.com/photos/timpearcelosgatos/3558771196/","Yellowstone flowers and minerals growing in lava mud area … | Flickr","Yellowstone flowers and minerals growing in lava mud area wyoming","https://live.staticflickr.com/3655/3558771196_868aca0b24_o.jpg","[{""name"":""Tim (Timothy) Pearce"",""url"":null}]","by","Yellowstone","jpeg","https://www.flickr.com/","2007-07-12","2816x2112"
"https://www.flickr.com/photos/jampacked/968217374/","rockin' grandma! | Sent from my iPhone | Scott Hirsch | Flickr","Sent from my iPhone","https://live.staticflickr.com/1421/968217374_58bf27a17b_o.jpg","[{""name"":""Scott Hirsch"",""url"":null}]","by","Phone","jpeg","https://www.flickr.com/","2007-07-31","480x640"
"https://www.flickr.com/photos/tombooth/1366674723/","Big wave | Tom Booth | Flickr",,"https://live.staticflickr.com/1126/1366674723_2b012a7e11_o.jpg","[{""name"":""Tom Booth"",""url"":null}]","by","surfing beach","jpeg","https://www.flickr.com/","2007-08-07","3456x2304"
"https://www.flickr.com/photos/gregor_y/1066954089/","Pirate-themed Pig Wrestling in a Cowboy Town - Laramie, Wy… | Flickr","Sorry I missed the festivities!","https://live.staticflickr.com/1361/1066954089_41754480fc_o.jpg","[{""name"":""Greg Younger"",""url"":null}]","by-sa","county fair","jpeg","https://www.flickr.com/","2007-08-09","960x1280"
"https://www.flickr.com/photos/mrdisco/1104842451/","wedding_08 | Logan | Flickr",,"https://live.staticflickr.com/1063/1104842451_a1abc4b365_o.jpg","[{""name"":""Logan"",""url"":null}]","by-sa","outdoor wedding","jpeg","https://www.flickr.com/","2007-08-11","1280x960"
"https://www.flickr.com/photos/hassage/24125751225/","Off Kurunegala | hassage | Flickr",,"https://live.staticflickr.com/1720/24125751225_1fc3bcd304_o.jpg","[{""name"":""hassage"",""url"":null}]","by","road trip","jpeg","https://www.flickr.com/","2007-08-13","2000x3008"
"https://www.flickr.com/photos/iowapolitics/1119106881/","John McCain at the state fair | Arizona Sen. John McCain tou… | Flickr","Arizona Sen. John McCain tours the Varied Industries building at the state fair and listens to two teenagers play piano.","https://live.staticflickr.com/1282/1119106881_7a12306b3e_o.jpg","[{""name"":""IowaPolitics.com"",""url"":null}]","by-sa","state fair","jpeg","https://www.flickr.com/","2007-08-14","2288x1712"
"https://www.flickr.com/photos/donaldjudge/1343497258/","64 Vyssi Brod 16.8.07 kids in front 2 | Donald Judge | Flickr",,"https://live.staticflickr.com/1250/1343497258_09bca36355_o.jpg","[{""name"":""Donald Judge"",""url"":null}]","by","kayaking river","jpeg","https://www.flickr.com/","2007-08-16","2048x1140"
"https://www.flickr.com/photos/nmeyerhans/1248385733/","p8210054.jpg | Noah Meyerhans | Flickr",,"https://live.staticflickr.com/1166/1248385733_5452c6954d_o.jpg","[{""name"":""Noah Meyerhans"",""url"":null}]","by-sa","mountain hiking","jpeg","https://www.flickr.com/","2007-08-21","1600x1200"
"https://www.flickr.com/photos/bradspry/1458752675/","Sunrise | Brad Spry | Flickr",,"https://live.staticflickr.com/1149/1458752675_512134bba8_o.jpg","[{""name"":""Brad Spry"",""url"":null}]","by","sunrise beach","jpeg","https://www.flickr.com/","2007-09-11","640x480"
"https://www.flickr.com/photos/giblet/1472239140/","IMG_2753 | Tom Gilbert | Flickr",,"https://live.staticflickr.com/1105/1472239140_3b13e63417_o.jpg","[{""name"":""Tom Gilbert"",""url"":null}]","by","Grand Canyon","jpeg","https://www.flickr.com/","2007-09-24","3888x2592"
"https://commons.wikimedia.org/wiki/File:Udon_by_udono.jpg","Udon by udono.jpg","夢庵 IMG_6556","https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Udon_by_udono.jpg/450px-Udon_by_udono.jpg?20070928152954","[{""name"":""Opponent"",""url"":""https://commons.wikimedia.org/wiki/User:Opponent""}]","Creative Commons Attribution 2.0 Generic","noodles","jpeg","https://commons.wikimedia.org/","2007-09-28","1,704 × 2,272 "
"https://www.flickr.com/photos/dnamichaud/1511244964/","Ottawa Scenery | Dean Michaud | Flickr",,"https://live.staticflickr.com/2042/1511244964_eaa9fcb701_o.jpg","[{""name"":""Dean Michaud"",""url"":null}]","by","hot air balloon","jpeg","https://www.flickr.com/","2007-10-07","3072x2304"
"https://commons.wikimedia.org/wiki/File:Oasis_prayer30.JPG","Oasis prayer30.JPG","A photo from the Oasis of Prayer, an annex/retreat location of the Rogationist College of Silang, Cavite, Philippines","https://upload.wikimedia.org/wikipedia/commons/c/cb/Oasis_prayer30.JPG?20071125122800","[{""name"":""Felipe Aira"",""url"":""https://commons.wikimedia.org/wiki/User:Felipe_Aira""}]","Creative Commons Attribution 3.0 Unported","desert oasis","jpeg","https://commons.wikimedia.org/","2007-11-25","512 × 384 "
"https://www.flickr.com/photos/wolfgrams/2064087821/","lights4 | Our house with Christmas lights | Derek Wolfgram | Flickr","Our house with Christmas lights","https://live.staticflickr.com/2055/2064087821_38dbe30153_o.jpg","[{""name"":""Derek Wolfgram"",""url"":null}]","by","Christmas lights","jpeg","https://www.flickr.com/","2007-11-25","2816x2112"
"https://commons.wikimedia.org/wiki/File:Ghi_and_gunpowder.jpg","Ghi and gunpowder.jpg","English: Liquid ghi (clarified butter) and ""gunpowder"" (Tamil MiLagai podi; a chili mix) on a plate.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Ghi_and_gunpowder.jpg/673px-Ghi_and_gunpowder.jpg?20071129224846","[{""name"":""Ranveig"",""url"":""https://commons.wikimedia.org/wiki/User:Ranveig""}]","Public domain","butter","jpeg","https://commons.wikimedia.org/","2007-11-29","1,500 × 1,337 "
"https://www.flickr.com/photos/frank-wouters/2097423815/","Kiang | 11 zoo's , just above 100 animals in zoo's. | belgianchocolate | Flickr","11 zoo's , just above 100 animals in zoo's.","https://live.staticflickr.com/2164/2097423815_261bfc25a6_o.jpg","[{""name"":""belgianchocolate"",""url"":null}]","by","wild horses","jpeg","https://www.flickr.com/","2007-12-06","3072x2304"
"https://www.flickr.com/photos/thesiger1/2380879170/","Isolated farmhouse in Spain | john trevor gibbs | Flickr",,"https://live.staticflickr.com/3041/2380879170_08f9887bdf_o.jpg","[{""name"":""john trevor gibbs"",""url"":null}]","by-sa","farmhouse","jpeg","https://www.flickr.com/","2007-12-28","800x533"
